id,type
878be386-5f74-4384-9bc0-e44334ab08a3.jpg,STUDIO
9f6c4d13-1bf4-44d4-b8de-3ba2f7d0ce66.jpg,STUDIO
f8e9c8f1-2ec5-4ce5-9573-869e5ab1309c.jpg,STUDIO
11619516-1c89-46f0-a524-d363f716e144.jpg,BATHROOM
f0c454ab-f7bd-48a4-b838-538d603f98bf.jpg,BATHROOM
8696--331cb357-9988-4000-8394-5f9df66253be.jpg,EXTERIOR
a48c9c95-30ee-4dd4-a5c5-a0f029c6dbf8.jpg,HALL
b1f150e5-df25-488b-812e-0d499ffa921b.jpg,KITCHEN_RECEPTION
54e22698-3ee7-4ebc-9a56-acb057703d41.jpg,KITCHEN_RECEPTION
e6c8af15-aa36-4cf2-a4c9-0c0507e29992.jpg,KITCHEN_RECEPTION
86c6c831-35be-4b13-b08a-2ed7c03597ac.jpg,BEDROOM
37646447-1b5e-41a3-bb93-7bd62d849578.jpg,BEDROOM
6bd1f4a3-a58a-46fa-bb79-fc3453ff45b0.jpg,BATHROOM
8690--9710f866-c23f-4fec-938a-7cb61565a0b9.jpg,EXTERIOR
6eeffd81-13ea-43f2-ad27-1c88d958132a.jpg,HALL
3db2d4f5-2d3e-47ea-882f-526548cf17ea.jpg,KITCHEN
1fdcdc0d-aaa5-4d65-8533-b6d9b7bd8f50.jpg,KITCHEN
00a2a4f1-ae8a-4995-8ce8-784ffdb0cd5c.jpg,KITCHEN
ff20181c-af30-4743-8a06-e925726bf5e9.jpg,RECEPTION
480d5cd4-528a-4fd5-ab11-e10429a77a9d.jpg,RECEPTION
f801388c-c364-448d-9335-1badddad2012.jpg,RECEPTION
30bc1b2a-8035-44e4-8369-1369c72b9735.jpg,RECEPTION
b2997287-5491-4309-b7c2-cbf0dff556c8.jpg,W_C
c67ac2d6-100f-4d81-aede-871844565193.jpg,HALL
bbacee14-84b0-4a93-a013-609da1aaf48c.jpg,MASTER_BEDROOM
9a073b8d-50be-44cf-922a-0dac4a0df67e.jpg,MASTER_BEDROOM
bcad0e63-d844-428f-b62b-38d769709fef.jpg,MASTER_BEDROOM
24f06ec1-080b-4f17-84b3-ea0ee89eedad.jpg,MASTER_ENSUITE
c28909e8-bfb0-41e1-b3fb-dded2a04718f.jpg,BEDROOM
96c08d39-a27d-4347-ac6f-889187874960.jpg,BEDROOM
8678--902e94af-25ce-4e21-90cd-92e3917a416f.jpg,TERRACE
43ac314b-e3f2-495f-a14c-f64a371f3668.jpg,BEDROOM
b759395b-6613-4638-849a-e80416e533a4.jpg,BEDROOM
02c62f6b-0bd1-435a-9bbd-52699dcf23cf.jpg,BATHROOM
886e24eb-e649-4d2a-be1c-2b7e16cc474c.jpg,HALL
8eac8373-05f8-4938-9cea-b66a695733c0.jpg,BEDROOM
b24f8080-8b4b-4bfc-8269-3906c70187f6.jpg,BEDROOM
986004a3-f05b-4984-ad46-b0d37db69d6c.jpg,ENSUITE
a560e92b-664c-4185-b4e3-8f7be735fee1.jpg,EXTERIOR
deca137e-54bd-4d3b-92e4-43ed088b7c3d.jpg,HALL
015bba53-e311-4efe-bf15-5cae066ca86a.jpg,HALL
bff7fae6-f92a-45cc-94b3-22b853a9fe8f.jpg,BEDROOM
454411fb-634b-4503-8c2d-b36e8b3b2715.jpg,BEDROOM
3f0f0053-1d21-4595-ba43-1c8b6a42be90.jpg,KITCHEN
e4c3049b-8ffb-46ea-87ad-1d76ebea88fe.jpg,RECEPTION
204c74fa-6d2d-4879-9ab6-7a3d97aa3a80.jpg,RECEPTION
26dc04e1-08e2-4863-ae46-f3f71695f40e.jpg,BEDROOM
ddc43432-7cd0-4f26-aefb-24bf715fd5ba.jpg,BALCONY
6623f3f6-8abd-4aa0-a122-6fb8633aebc1.jpg,BATHROOM
8650--afe91c11-be3a-4f52-8fda-a457de2728b7.jpg,EXTERIOR
702020d0-562a-45ca-9e66-541571818884.jpg,HALL
8648--2da6a6fd-3115-4269-91c9-3cfda7d61282.jpg,KITCHEN_RECEPTION
5e6abdc7-a7fc-4975-9dba-133e85d628f3.jpg,KITCHEN_RECEPTION
e5a70fd4-4b72-42fc-9106-eb401a3aead3.jpg,KITCHEN_RECEPTION
11ef59a1-0776-408f-9fdf-c30510714bb0.jpg,KITCHEN_RECEPTION
bb0d913b-18c9-469b-944d-721390a116ec.jpg,KITCHEN_RECEPTION
8649--02fa8f60-b869-4be5-8f8b-439798f96a12.jpg,BALCONY
8649--601e1460-519a-49ca-831a-17ddadd26d7c.jpg,BALCONY
75e0bbc3-253f-4fcf-9c72-2ae552dea1f8.jpg,BEDROOM
b786100c-53de-4c6a-8e59-c497e6ddda3f.jpg,BEDROOM
8c522b42-4202-4978-a8a3-1e7cfb55a0a3.jpg,BATHROOM
8644--7716c8b6-fc9b-48c4-ae24-26c0e28428e1.jpg,EXTERIOR
342e8beb-9169-4b46-8a19-605137241d2b.jpg,HALL
41a4e608-ffe9-4e9d-b056-361b32d67c40.jpg,KITCHEN_RECEPTION
4718da8d-9f8e-4c4c-af7a-f3ba17942cd8.jpg,KITCHEN_RECEPTION
1a0e169e-1194-4822-b4fd-e6f34ae1092c.jpg,KITCHEN_RECEPTION
2c38d8e8-53a1-4b87-9d98-2a4193bff941.jpg,BALCONY
b8a37ac3-0308-44f9-990f-159c40482d27.jpg,BALCONY
c1b8a1d7-3f17-4cc7-9ffb-6835e08ea773.jpg,BEDROOM
263c0a3d-0184-495f-bab4-e03353429adb.jpg,BEDROOM
f25d4d17-351c-4dcc-94f2-c8ead7ca127a.jpg,BEDROOM
ce36b38c-23e4-40e8-bbed-16a283b8807c.jpg,BATHROOM
8632--c1d6efcc-b7ea-44ec-9c5b-64b764441787.jpg,EXTERIOR
fa66ebb1-23c4-45e9-9c9d-28bafdc2bcdf.jpg,HALL
bf9c5a05-04c7-4a05-9f9e-e620f5a77f99.jpg,HALL
aed4043f-9e01-434e-a544-3c7bfc5439c7.jpg,KITCHEN_RECEPTION
1acccc72-d77f-44bb-abff-94e791d5b07e.jpg,KITCHEN_RECEPTION
3a4434b4-7a58-4421-8cf5-f1f406d34881.jpg,KITCHEN_RECEPTION
f1552732-6e43-4bf9-8ae1-5706402d7bda.jpg,KITCHEN_RECEPTION
8636--0a6e8404-ff2a-4b6e-bec1-6d091aecfa79.jpg,BALCONY
3594a744-a5e9-4747-a2f9-36865eca3f87.jpg,MASTER_BEDROOM
447b0e4e-b188-4a84-9da4-d4fc7d3787f7.jpg,MASTER_BEDROOM
16339516-b7e3-4f47-9775-a50892b3a50d.jpg,MASTER_ENSUITE
116cbc88-c052-466d-82a2-04f879f54e70.jpg,BEDROOM
6358cb4f-89cb-428c-89f8-2ee85164e332.jpg,BEDROOM
91efb304-089c-4adc-83a9-fa8e2b0ab316.jpg,BATHROOM
8623--344ccf0f-868d-4593-834e-0233d68d60db.jpg,EXTERIOR
8629--7c63d6ac-3d1b-4e61-acfe-8e9de3df52c3.jpg,HALL
1162aa13-5adb-4f38-875b-4bfe7057ed8b.jpg,MASTER_BEDROOM
8625--60e4a20b-1351-49e5-ae41-4d46d855634d.jpg,MASTER_BEDROOM
8625--595966cc-1c2e-4ffd-a425-feb6d821f05f.jpg,MASTER_BEDROOM
40e5f45c-bfd7-4491-99ca-b9ae36a36ab0.jpg,BEDROOM
78647d36-9077-46fb-8d57-245554dd49b2.jpg,BEDROOM
8121e2d1-c1d2-4ab7-a7db-005213337c36.jpg,BEDROOM
661b2d5d-e375-481c-b1f3-81be5d6b245e.jpg,BATHROOM
63704c26-89a4-4b0b-b398-b703543ba3a8.jpg,W_C
0826c69f-ac82-4c8c-83fe-56ffc3b3f7c4.jpg,HALL
ff422a1b-a443-434c-89e4-425b994bf318.jpg,KITCHEN_RECEPTION
8630--fb76ab39-cfb0-4573-b48c-b3d2c87d3295.jpg,KITCHEN_RECEPTION
8630--3e4a3794-6a32-4745-943e-7e6c79d7b668.jpg,KITCHEN_RECEPTION
8630--4267a165-dd80-4874-8ec5-37ae0fedd939.jpg,KITCHEN_RECEPTION
8630--d53e98dc-ea71-40c9-8b42-34481d13d38f.jpg,KITCHEN_RECEPTION
8622--147e4739-6cfc-4d2d-925e-fd69ae17b255.jpg,EXTERIOR
c3871963-38fc-4f18-90bc-113289199986.jpg,HALL
0a592082-0863-4d49-955f-6d47490625da.jpg,RECEPTION
2acfbadf-955c-40b9-8d7e-61cd2a00ddad.jpg,RECEPTION
f22738b9-4624-4865-88ce-aa9f0f751eab.jpg,RECEPTION
a22765d6-7f38-476e-b75e-44310c3f43d0.jpg,KITCHEN
87386428-ba98-4a78-8367-31cbb37cd7b6.jpg,KITCHEN
8c957485-5a5d-458e-b060-f946d28abe40.jpg,UTILITY_ROOM
8616--fc3acf42-eab3-47fe-a52c-996b7058b7cc.jpg,BALCONY
8616--d27fb613-3480-4012-9908-ed16bc1ee8b3.jpg,BALCONY
8c61bc3d-5caa-44d8-ac2e-0777679935c2.jpg,MASTER_BEDROOM
68bb2b7f-76b8-4fd0-bb91-ac846361305b.jpg,MASTER_BEDROOM
f4a60335-e382-4683-8b83-b74616c9142e.jpg,MASTER_BEDROOM
e8db8907-d7ba-4a40-a865-69cd44de2b14.jpg,MASTER_ENSUITE
15b64ec3-5139-4afd-b413-0e374d6616a4.jpg,MASTER_ENSUITE
34644594-4f7c-47df-8a16-c2e8d271ad61.jpg,BEDROOM
f556e4a9-d7f1-42a9-b9e4-9b7082b0275e.jpg,BEDROOM
2cd15693-75c6-4d5e-be22-433ee2558243.jpg,BATHROOM
8579--6d33a4a3-a744-46cc-be79-d5c68eb42d07.jpg,EXTERIOR
244251d8-3961-4bd7-be82-2fd289200c49.jpg,HALL
da1a8eb9-e254-4b0e-9515-6a705559e4eb.jpg,KITCHEN_RECEPTION
8cfd1433-587d-450b-8434-d55061d9433c.jpg,KITCHEN_RECEPTION
2f5d3abc-34c4-475a-8ceb-21ef0cf82a2b.jpg,KITCHEN_RECEPTION
e6b066bf-5824-455f-becf-77d3d8589315.jpg,BALCONY
dc1eadbc-32e7-408d-8fa7-dfda98ad684e.jpg,BEDROOM
bdf52067-5d2c-4cdd-ab5a-032a10d5c9b0.jpg,BEDROOM
aec7fa0b-0cec-407b-bf2d-f9d3e85917b3.jpg,BALCONY
c09c12c4-f76c-4095-a315-6c2d04def54d.jpg,BALCONY
00eff851-3483-45bc-bd59-8599709f3105.jpg,BATHROOM
777c53e4-ac3d-4119-933b-15b287488a31.jpg,BATHROOM
8561--54f0c486-b2fa-4e3a-9b65-955621837947.jpg,EXTERIOR
4138ca23-8908-4ffd-8063-436ab11ce577.jpg,HALL
9dacb905-6459-44f3-964c-832c23fc3acd.jpg,KITCHEN_RECEPTION
5fd21d9c-17d2-44f3-b483-769f219e15c2.jpg,KITCHEN_RECEPTION
4a4819a7-5865-493e-989e-69a1f21088f0.jpg,KITCHEN_RECEPTION
b44f74c9-af04-4fda-a32a-cef4cb6bafd2.jpg,KITCHEN_RECEPTION
691531ef-fe3d-4269-b92b-a91c697ef8da.jpg,KITCHEN_RECEPTION
8563--2f321f0f-45cf-405f-94f2-1a03acd9be2e.jpg,BALCONY
8563--b243b4f7-333f-4678-bd1a-ecbf5b380250.jpg,BALCONY
8563--f95b66a4-d488-4a27-b3f3-77137355e960.jpg,BALCONY
c7b2e59c-97c2-49b0-9f36-4465aa3dd584.jpg,BEDROOM
e89374a3-4aa0-4bff-9594-112af93ef00f.jpg,BEDROOM
8562--33de1d75-ccb5-4dbe-b3c2-3339cc598072.jpg,BALCONY
8562--52b9bc95-3b09-457c-93f9-190bb6c1c10e.jpg,BALCONY
94ace8b8-2aea-4890-b0c1-da59cfc5c149.jpg,BATHROOM
8554--d88ab551-38fc-4c2d-991c-909fa22f8fe7.jpg,EXTERIOR
8556--3aacb6c8-6449-4a2d-8ba9-736703a57449.jpg,HALL
16c8b8db-d6ce-470b-b114-2497008a1954.jpg,STUDIO
ec18c34a-ae6d-4d38-88b3-7e90e1d3aa09.jpg,STUDIO
fcc438e6-c7c9-40b6-bacb-1b259f0070fc.jpg,STUDIO
d3ab1dc4-4f06-4c15-a77f-58340971772c.jpg,STUDIO
beef2b59-ff69-4a80-8427-fe0d9994945e.jpg,STUDIO
32756591-5f61-4295-9efd-7beed791fcd4.jpg,STUDIO
8558--1b8d54b2-9b64-4f8d-9fa6-c6e4c40b9255.jpg,BALCONY
8558--a0410e67-acc6-434f-b769-302683820be1.jpg,BALCONY
8558--1989a806-e2e8-435a-8ffa-7a7d97e5e244.jpg,BALCONY
5555a90a-bea7-4b2f-8ad5-589e8ee05758.jpg,BATHROOM
8553--56189667-0394-4982-ae0a-4cf0b3ea3386.jpg,EXTERIOR
8c65d0d8-559b-4cd1-8371-390801063b57.jpg,HALL
7573cc8f-a407-48e1-a11f-ce8278edbb2f.jpg,KITCHEN_RECEPTION
4ae55d0a-d749-44e2-9092-b0acab61ec21.jpg,KITCHEN_RECEPTION
c912676a-9b27-44de-ada5-6cdfe92c1738.jpg,KITCHEN_RECEPTION
c08c3473-f283-42ff-a67a-f7010a75aa45.jpg,KITCHEN_RECEPTION
d353bcd2-dd34-4f85-8f8f-1c9ce5689cd0.jpg,KITCHEN_RECEPTION
8548--5c709963-ec5e-4e1b-ad9b-b4d28d082bec.jpg,KITCHEN_RECEPTION
a5084f70-00d3-4a57-9f3a-5c59890f2817.jpg,BALCONY
be325f74-83a7-49b8-9931-425be72da5f3.jpg,BALCONY
8550--b332d74c-9537-4f2d-9bb4-503d360b6792.jpg,BALCONY
a839893b-6182-4f72-982e-5f4d735bf1ba.jpg,BEDROOM
827d489d-f16f-4405-991b-271a5db1a9a8.jpg,BEDROOM
933935cb-bd47-4373-adf7-e8fabc96b533.jpg,BATHROOM
8546--6a7d487e-3c8a-4487-b70d-947079f9adca.jpg,EXTERIOR
c4a3a03b-47b0-47d4-b787-c1bf28c91eff.jpg,KITCHEN
81739d71-e09f-4c71-afa1-0e77c40639c3.jpg,KITCHEN
b1d2d473-d85c-4033-9312-8407e832560b.jpg,RECEPTION
cfb38ce6-a048-43eb-b9e3-f564aa80f1b8.jpg,RECEPTION
34fc83df-7d32-4ffa-a657-5c9accfcde4e.jpg,RECEPTION
23e51170-4909-4afc-ba2e-848a5eae69d7.jpg,RECEPTION
3e77ef81-a8ca-461d-83de-ccc56bf6fc67.jpg,RECEPTION
e43e7f59-3ea7-4960-a422-71d9031d6075.jpg,RECEPTION
8541--ebf663d4-6df8-4176-8711-9eebedea63c1.jpg,BALCONY
8541--fe33fe5c-6851-41c1-9549-c5f1892d6226.jpg,BALCONY
8541--ffd81d8f-898a-42e1-90e6-827180f0d21d.jpg,BALCONY
8543--2f510ddb-eb92-4df3-b616-e914fbacfb71.jpg,MASTER_BEDROOM
a8e7eceb-6f8c-4d25-aa25-00f30803204a.jpg,MASTER_BEDROOM
0136b3e5-1889-438f-a095-d73ddc771680.jpg,MASTER_ENSUITE
08c10bfc-bb5d-4a5a-88ee-25452c523ac3.jpg,BEDROOM
3a129132-edfe-408a-950f-b9b179ce5a2b.jpg,BEDROOM
3355ab81-34b0-4860-918a-2d22c73c9373.jpg,BATHROOM
8537--c56888c6-30cd-4932-b991-15735da9bae6.jpg,EXTERIOR
ed064211-b5f4-47a8-9c43-23b23e88f738.jpg,KITCHEN_RECEPTION
8e0ef508-bc12-440c-9c64-847900f90c37.jpg,KITCHEN_RECEPTION
5a0dfa49-bdfb-4c8d-811a-518d44b40f8c.jpg,KITCHEN_RECEPTION
